website,featured,hq_city,logo_url,team_size,owner_user_id,verified,description,review_count,industries_served,hq_country,min_project_size,approved,founded_year,pricing_model,avg_rating,name,hq_state,remote_support,slug,services_offered,id,created_date,updated_date,created_by_id,created_by,is_sample
"https://projectstaff.in","false","Bengaluru","https://ui-avatars.com/api/?name=ProjectStaff&background=059669&color=fff&size=200&bold=true","1-10","","false","ProjectStaff India supplies contract teams for product development and operations.","0","[""Information Technology"",""Startups"",""SMBs""]","India","","true","2016","Hourly Rate","","ProjectStaff India","Karnataka","true","projectstaff-india","[""Contract team supply"",""Implementation contractors"",""Managed services""]","69926debe8ad702015479f76","2026-02-16T01:07:55.773000","2026-02-16T01:11:26.158000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://agilestaffing.in","false","Pune","https://ui-avatars.com/api/?name=Agile&background=DC2626&color=fff&size=200&bold=true","1-10","","false","Agile Staffing places contract resources for short-term sprints and product pushes.","0","[""Information Technology"",""Startups"",""SMBs""]","India","","true","2014","Hourly Rate","","Agile Staffing Services","Maharashtra","true","agile-staffing-services","[""Contract staffing"",""Agile contractors"",""DevOps contractors""]","69926debe8ad702015479f77","2026-02-16T01:07:55.773000","2026-02-16T01:11:28.739000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://peopleflex.in","false","New Delhi","https://ui-avatars.com/api/?name=PeopleFlex&background=EA580C&color=fff&size=200&bold=true","1-10","","false","PeopleFlex helps companies hire contract employees rapidly for supply chain and operations projects.","0","[""Manufacturing"",""Logistics"",""SMBs""]","India","","true","2017","Hourly Rate","","PeopleFlex HR","Delhi","false","peopleflex-hr","[""Contract staffing"",""Operations contractors"",""Admin contractors""]","69926debe8ad702015479f78","2026-02-16T01:07:55.773000","2026-02-16T01:11:27.989000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://talentworks.in","false","Chennai","https://ui-avatars.com/api/?name=TalentWorks&background=0891B2&color=fff&size=200&bold=true","1-10","","false","TalentWorks supplies contract technical resources and short-term PMs for IT projects.","0","[""Information Technology"",""Services"",""SMBs""]","India","","true","2018","Hourly Rate","","TalentWorks Contracting","Tamil Nadu","true","talentworks-contracting","[""Contract tech staffing"",""PMO contractors"",""QA contractors""]","69926debe8ad702015479f79","2026-02-16T01:07:55.773000","2026-02-16T01:11:30.842000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://hireglocal.in","false","New Delhi","https://ui-avatars.com/api/?name=Hire+Glocal&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","Hire Glocal provides HR outsourcing and recruitment services tailored to small businesses.","0","[""SMBs"",""Startups"",""Services""]","India","","true","2015","Hourly Rate","","Hire Glocal","Delhi","true","hire-glocal","[""HR outsourcing"",""Recruitment"",""Payroll support""]","69926debe8ad702015479f7a","2026-02-16T01:07:55.773000","2026-02-16T01:11:30.079000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://jobmuseum.in","false","Ahmedabad","https://ui-avatars.com/api/?name=Job+Museum&background=7C3AED&color=fff&size=200&bold=true","1-10","","false","Job Museum offers boutique recruitment and employer branding for regional SMEs.","0","[""SMBs"",""Retail"",""Manufacturing""]","India","","true","2017","Hourly Rate","","Job Museum HR","Gujarat","false","job-museum-hr","[""Recruitment"",""Employer branding"",""Onboarding""]","69926debe8ad702015479f7b","2026-02-16T01:07:55.773000","2026-02-16T01:11:32.560000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://asaanjobs.in","false","Mumbai","https://ui-avatars.com/api/?name=Aasaanjobs&background=2563EB&color=fff&size=200&bold=true","1-10","","false","Aasaanjobs HR supports blue-collar recruitment and HR operations for SMEs.","0","[""Manufacturing"",""Retail"",""SMBs""]","India","","true","2016","Hourly Rate","","Aasaanjobs HR Services","Maharashtra","true","aasaanjobs-hr-services","[""Blue-collar hiring"",""Payroll support"",""HR admin""]","69926debe8ad702015479f7c","2026-02-16T01:07:55.773000","2026-02-16T01:11:31.979000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://careercreed.in","false","Bengaluru","https://ui-avatars.com/api/?name=Career+Creed&background=059669&color=fff&size=200&bold=true","1-10","","false","Career Creed offers end-to-end recruitment for fast-growing startups and SMEs.","0","[""Startups"",""Tech"",""SMBs""]","India","","true","2018","Hourly Rate","","Career Creed HR","Karnataka","false","career-creed-hr","[""End-to-end recruitment"",""Candidate screening"",""Onboarding""]","69926debe8ad702015479f7d","2026-02-16T01:07:55.773000","2026-02-16T01:11:34.571000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://brightfuturehr.in","false","Jaipur","https://ui-avatars.com/api/?name=BrightFuture&background=DC2626&color=fff&size=200&bold=true","1-10","","false","BrightFuture HR helps early-stage companies hire and retain key staff with process-driven recruitment.","0","[""Startups"",""SMBs"",""Education""]","India","","true","2019","Hourly Rate","","BrightFuture HR","Rajasthan","true","brightfuture-hr","[""Recruitment"",""Retention consulting"",""HR policies""]","69926debe8ad702015479f7e","2026-02-16T01:07:55.773000","2026-02-16T01:11:33.700000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://techtalenthub.in","false","Hyderabad","https://ui-avatars.com/api/?name=Tech+Talent&background=EA580C&color=fff&size=200&bold=true","1-10","","false","Tech Talent Hub provides technical hiring for full-stack devs, QA and DevOps for small teams.","0","[""Information Technology"",""Startups"",""SMBs""]","India","","true","2016","Hourly Rate","","Tech Talent Hub","Telangana","true","tech-talent-hub","[""Full-stack hiring"",""QA staffing"",""DevOps contractors""]","69926debe8ad702015479f7f","2026-02-16T01:07:55.773000","2026-02-16T01:11:35.950000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://devhire.in","false","Pune","https://ui-avatars.com/api/?name=DevHire&background=0891B2&color=fff&size=200&bold=true","1-10","","false","DevHire sources mid-junior level developers and technical staff for SMEs and startups.","0","[""Information Technology"",""E-commerce"",""Startups""]","India","","true","2017","Hourly Rate","","DevHire Solutions","Maharashtra","false","devhire-solutions","[""Developer sourcing"",""Technical recruitment"",""Contract to hire""]","69926debe8ad702015479f80","2026-02-16T01:07:55.773000","2026-02-16T01:11:38.730000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://itbridgestaffing.in","false","Noida","https://ui-avatars.com/api/?name=IT+Bridge&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","IT Bridge focuses on tech contract staffing and niche skill sourcing for small product teams.","0","[""Information Technology"",""Startups"",""Product""]","India","","true","2018","Hourly Rate","","IT Bridge Staffing","Uttar Pradesh","true","it-bridge-staffing","[""Contract staffing"",""Niche skill sourcing"",""Remote devs""]","69926debe8ad702015479f81","2026-02-16T01:07:55.773000","2026-02-16T01:11:37.803000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://codesource.in","false","Bengaluru","https://ui-avatars.com/api/?name=CodeSource&background=7C3AED&color=fff&size=200&bold=true","1-10","","false","CodeSource is a small team that hires developers for early-stage startups and MVP projects.","0","[""Startups"",""Tech"",""SMBs""]","India","","true","2019","Hourly Rate","","CodeSource Recruiters","Karnataka","false","codesource-recruiters","[""Developer hiring"",""MVP hiring"",""Contract devs""]","69926debe8ad702015479f82","2026-02-16T01:07:55.773000","2026-02-16T01:11:40.759000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://smarttech.in","false","Mumbai","https://ui-avatars.com/api/?name=SmartTech&background=2563EB&color=fff&size=200&bold=true","1-10","","false","SmartTech offers technical recruitment for cloud, backend, and mobile roles for small teams.","0","[""Information Technology"",""Startups"",""SMBs""]","India","","true","2015","Hourly Rate","","SmartTech Placements","Maharashtra","true","smarttech-placements","[""Cloud hiring"",""Backend devs"",""Mobile devs""]","69926debe8ad702015479f83","2026-02-16T01:07:55.773000","2026-02-16T01:11:40.052000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://flairdeck.com/industrial","false","Pune","https://ui-avatars.com/api/?name=Flairdeck+Ind&background=059669&color=fff&size=200&bold=true","1-10","","false","Industrial staffing vertical of a boutique agency supplying shop-floor and plant operators.","0","[""Manufacturing"",""Automotive"",""SMBs""]","India","","true","2014","Hourly Rate","","Flairdeck Industrial","Maharashtra","false","flairdeck-industrial","[""Industrial hiring"",""Blue-collar sourcing"",""Shift staffing""]","69926debe8ad702015479f84","2026-02-16T01:07:55.773000","2026-02-16T01:11:42.657000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://industrialworkforce.in","false","Gujarat","https://ui-avatars.com/api/?name=Industrial+WF&background=DC2626&color=fff&size=200&bold=true","1-10","","false","Industrial Workforce India sources skilled trade workers and technicians for factories and plants.","0","[""Manufacturing"",""Industrial"",""Logistics""]","India","","true","2016","Hourly Rate","","Industrial Workforce India","India","true","industrial-workforce-india","[""Skilled trade sourcing"",""Temp industrial staff"",""Plant staffing""]","69926debe8ad702015479f85","2026-02-16T01:07:55.773000","2026-02-16T01:11:41.784000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://factoryhire.in","false","Pune","https://ui-avatars.com/api/?name=FactoryHire&background=EA580C&color=fff&size=200&bold=true","1-10","","false","FactoryHire provides floor-level staffing, machine operators and assembly line workers for SMEs.","0","[""Manufacturing"",""Automotive"",""SMBs""]","India","","true","2019","Hourly Rate","","FactoryHire Solutions","Maharashtra","false","factoryhire-solutions","[""Factory staffing"",""Assembly workers"",""Machine operators""]","69926debe8ad702015479f86","2026-02-16T01:07:55.773000","2026-02-16T01:11:45.509000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://bluecollarhr.in","false","Chennai","https://ui-avatars.com/api/?name=BlueCollar&background=0891B2&color=fff&size=200&bold=true","1-10","","false","BlueCollar HR provides blue-collar recruitment and compliance services for industrial clients.","0","[""Manufacturing"",""Logistics"",""SMBs""]","India","","true","2015","Hourly Rate","","BlueCollar HR Services","Tamil Nadu","true","bluecollar-hr-services","[""Blue-collar hiring"",""Compliance checks"",""Payroll support""]","69926debe8ad702015479f87","2026-02-16T01:07:55.773000","2026-02-16T01:11:44.010000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://workforceedge.in","false","New Delhi","https://ui-avatars.com/api/?name=WorkforceEdge&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","WorkforceEdge helps manufacturing SMEs hire seasonal and permanent plant staff.","0","[""Manufacturing"",""Automotive"",""SMBs""]","India","","true","2018","Hourly Rate","","WorkforceEdge India","Delhi","true","workforceedge-india","[""Seasonal staffing"",""Permanent industrial hires"",""Skill assessment""]","69926debe8ad702015479f88","2026-02-16T01:07:55.773000","2026-02-16T01:10:46.830000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://flairdeck.com","false","Bengaluru","https://ui-avatars.com/api/?name=Flairdeck&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","Flairdeck is a boutique recruitment firm offering healthcare staffing and clinical hiring for hospitals and clinics. Focuses on small-to-medium healthcare providers.","0","[""Healthcare"",""Education"",""SMBs""]","India","","true","2018","Hourly Rate","","Flairdeck","Karnataka","true","flairdeck","[""Nursing staffing"",""Clinical recruitment"",""Allied health staffing"",""Credentialing""]","69926debe8ad702015479f57","2026-02-16T01:07:55.772000","2026-02-16T01:10:53.094000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://athevaservices.in","false","Ahmedabad","https://ui-avatars.com/api/?name=Atheva+Services&background=7C3AED&color=fff&size=200&bold=true","1-10","","false","Atheva Services provides local healthcare recruitment and staffing across Gujarat and nearby regions. Small boutique team handling direct hire & temp placements.","0","[""Healthcare"",""Hospitals"",""Clinics""]","India","","true","2016","Hourly Rate","","Atheva Services","Gujarat","true","atheva-services","[""Nurse recruitment"",""Clinical staffing"",""Temporary healthcare staffing""]","69926debe8ad702015479f58","2026-02-16T01:07:55.772000","2026-02-16T01:10:55.422000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://careprostafing.in","false","Chennai","https://ui-avatars.com/api/?name=CarePro&background=2563EB&color=fff&size=200&bold=true","1-10","","false","CarePro supports hospitals and homecare providers with nurse and allied health staffing. Boutique, relationship-driven service.","0","[""Healthcare"",""Homecare"",""SMBs""]","India","","true","2017","Hourly Rate","","CarePro Staffing Services","Tamil Nadu","false","carepro-staffing-services","[""Nurse staffing"",""Allied health"",""Homecare staffing"",""Screening""]","69926debe8ad702015479f59","2026-02-16T01:07:55.772000","2026-02-16T01:10:54.638000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://medvistarecruitment.com","false","New Delhi","https://ui-avatars.com/api/?name=MedVista&background=059669&color=fff&size=200&bold=true","1-10","","false","MedVista is a small recruitment agency focused on clinical & allied health hiring for Delhi hospitals and labs.","0","[""Healthcare"",""Diagnostics"",""SMBs""]","India","","true","2019","Hourly Rate","","MedVista Recruitment","Delhi","true","medvista-recruitment","[""Clinical recruitment"",""Allied health"",""Temp staffing""]","69926debe8ad702015479f5a","2026-02-16T01:07:55.772000","2026-02-16T01:10:57.093000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://healthstaffindia.com","false","Pune","https://ui-avatars.com/api/?name=HealthStaff&background=DC2626&color=fff&size=200&bold=true","1-10","","false","HealthStaff India offers staffing solutions for clinics, remote monitoring teams, and telemedicine staffing.","0","[""Healthcare"",""Telemedicine"",""SMBs""]","India","","true","2016","Hourly Rate","","HealthStaff India","Maharashtra","true","healthstaff-india","[""Nurse staffing"",""Telehealth staffing"",""Clinical support""]","69926debe8ad702015479f5b","2026-02-16T01:07:55.772000","2026-02-16T01:10:56.487000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://talentrise.in","false","Nagpur","https://ui-avatars.com/api/?name=Talentrise&background=EA580C&color=fff&size=200&bold=true","1-10","","false","Talentrise is a boutique IT staffing & contract placement agency focused on SMB tech hiring in central India.","0","[""Information Technology"",""Startups"",""SMBs""]","India","","true","2017","Hourly Rate","","Talentrise Technokrate","Maharashtra","true","talentrise-technokrate","[""IT contract staffing"",""Permanent IT hires"",""Remote developer sourcing""]","69926debe8ad702015479f5c","2026-02-16T01:07:55.772000","2026-02-16T01:10:58.435000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://zigsaw.in","false","Indore","https://ui-avatars.com/api/?name=Zigsaw&background=0891B2&color=fff&size=200&bold=true","1-10","","false","Zigsaw provides recruitment & IT staffing, specializing in PHP/.NET and support roles for small tech teams.","0","[""Information Technology"",""SMBs""]","India","","true","2015","Hourly Rate","","Zigsaw Consultancy","Madhya Pradesh","true","zigsaw-consultancy","[""IT recruitment"",""Support staffing"",""Contract-to-hire""]","69926debe8ad702015479f5d","2026-02-16T01:07:55.772000","2026-02-16T01:11:00.457000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://place1india.com","false","Jaipur","https://ui-avatars.com/api/?name=Place1India&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","Place1India supports local startups and SMEs with early-stage hiring and technical staffing.","0","[""Startups"",""SMBs"",""E-commerce""]","India","","true","2018","Hourly Rate","","Place1India HR Solutions","Rajasthan","false","place1india-hr-solutions","[""IT hiring"",""Junior developers"",""Talent sourcing""]","69926debe8ad702015479f5e","2026-02-16T01:07:55.772000","2026-02-16T01:10:59.610000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://a2zplacements.com","false","Noida","https://ui-avatars.com/api/?name=A2Z&background=7C3AED&color=fff&size=200&bold=true","1-10","","false","A2Z Placements offers technical recruitment for PHP, Java, and testing roles for small & medium IT teams.","0","[""Information Technology"",""Services"",""SMBs""]","India","","true","2014","Hourly Rate","","A2Z Placements","Uttar Pradesh","false","a2z-placements","[""Technical recruitment"",""QA staffing"",""Support roles""]","69926debe8ad702015479f5f","2026-02-16T01:07:55.772000","2026-02-16T01:11:02.618000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://careernetra.in","false","Ahmedabad","https://ui-avatars.com/api/?name=CareerNetra&background=2563EB&color=fff&size=200&bold=true","1-10","","false","CareerNetra is a boutique IT recruiter for Gujarat-based startups and SMEs.","0","[""Startups"",""SMBs"",""E-commerce""]","India","","true","2016","Hourly Rate","","CareerNetra Staffing","Gujarat","true","careernetra-staffing","[""IT recruitment"",""Remote developers"",""Contract staffing""]","69926debe8ad702015479f60","2026-02-16T01:07:55.772000","2026-02-16T01:11:01.471000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://quickhire.in","false","Hyderabad","https://ui-avatars.com/api/?name=QuickHire&background=059669&color=fff&size=200&bold=true","1-10","","false","QuickHire provides short-term and contract staffing across admin, events and retail sectors.","0","[""Retail"",""Events"",""SMBs""]","India","","true","2018","Hourly Rate","","QuickHire Solutions","Telangana","true","quickhire-solutions","[""Temporary staffing"",""Event staff"",""Retail temp staff""]","69926debe8ad702015479f61","2026-02-16T01:07:55.772000","2026-02-16T01:11:04.110000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://staffberry.in","false","New Delhi","https://ui-avatars.com/api/?name=Staffberry&background=DC2626&color=fff&size=200&bold=true","1-10","","false","Staffberry focuses on temporary and on-demand staffing for offices and retail stores, quick turnaround.","0","[""Retail"",""SMBs"",""Events""]","India","","true","2017","Hourly Rate","","Staffberry Solutions","Delhi","false","staffberry-solutions","[""Temp staffing"",""On-demand staff"",""Back-office support""]","69926debe8ad702015479f62","2026-02-16T01:07:55.772000","2026-02-16T01:11:06.211000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://flexihire.in","false","Bengaluru","https://ui-avatars.com/api/?name=FlexiHire&background=EA580C&color=fff&size=200&bold=true","1-10","","false","FlexiHire offers flexible workforce solutions and temp-to-hire services for tech & non-tech roles.","0","[""Information Technology"",""Retail"",""SMBs""]","India","","true","2016","Hourly Rate","","FlexiHire India","Karnataka","true","flexihire-india","[""Temporary staffing"",""Temp-to-hire"",""Contract staff""]","69926debe8ad702015479f63","2026-02-16T01:07:55.772000","2026-02-16T01:11:05.313000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://rapidstaff.in","false","Pune","https://ui-avatars.com/api/?name=RapidStaff&background=0891B2&color=fff&size=200&bold=true","1-10","","false","RapidStaff supplies short-term staff for manufacturing, events and hospitality sectors.","0","[""Hospitality"",""Manufacturing"",""Events""]","India","","true","2015","Hourly Rate","","RapidStaff HR","Maharashtra","false","rapidstaff-hr","[""Temporary staffing"",""Hospitality staffing"",""Event staff""]","69926debe8ad702015479f64","2026-02-16T01:07:55.772000","2026-02-16T01:11:07.591000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://oncallrecruiters.in","false","Mumbai","https://ui-avatars.com/api/?name=OnCall&background=4F46E5&color=fff&size=200&bold=true","1-10","","false","OnCall Recruiters is focused on immediate staffing needs for sales and field teams.","0","[""Retail"",""Sales"",""SMBs""]","India","","true","2019","Hourly Rate","","OnCall Recruiters","Maharashtra","true","oncall-recruiters","[""On-demand staff"",""Field sales staff"",""Retail temps""]","69926debe8ad702015479f65","2026-02-16T01:07:55.772000","2026-02-16T01:11:09.426000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://careercraft.in","false","Ahmedabad","https://ui-avatars.com/api/?name=Career+Craft&background=7C3AED&color=fff&size=200&bold=true","1-10","","false","Career Craft specializes in permanent placements for SMEs across admin and technical roles.","0","[""SMBs"",""Startups"",""Education""]","India","","true","2014","Hourly Rate","","Career Craft Consultants","Gujarat","false","career-craft-consultants","[""Permanent hiring"",""Leadership hiring"",""Screening""]","69926debe8ad702015479f66","2026-02-16T01:07:55.772000","2026-02-16T01:11:08.650000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://talentleads.in","false","New Delhi","https://ui-avatars.com/api/?name=Talent+Leads&background=2563EB&color=fff&size=200&bold=true","1-10","","false","Talent Leads offers permanent hiring and onboarding services for early-stage startups and local companies.","0","[""Startups"",""SMBs"",""Services""]","India","","true","2016","Hourly Rate","","Talent Leads HR","Delhi","true","talent-leads-hr","[""Permanent staffing"",""Onboarding"",""Offer management""]","69926debe8ad702015479f67","2026-02-16T01:07:55.772000","2026-02-16T01:11:11.566000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://elitemanpower.in","false","Chennai","https://ui-avatars.com/api/?name=Elite&background=059669&color=fff&size=200&bold=true","1-10","","false","Elite Manpower delivers permanent recruitment for manufacturing and services sectors.","0","[""Manufacturing"",""Services"",""SMBs""]","India","","true","2015","Hourly Rate","","Elite Manpower Services","Tamil Nadu","false","elite-manpower-services","[""Permanent hiring"",""Screening"",""Background checks""]","69926debe8ad702015479f68","2026-02-16T01:07:55.772000","2026-02-16T01:11:10.485000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://zenithhr.in","false","Mumbai","https://ui-avatars.com/api/?name=Zenith&background=DC2626&color=fff&size=200&bold=true","1-10","","false","Zenith HR Solutions focuses on executive hiring and mid-level recruitment for SMEs.","0","[""SMBs"",""Enterprises"",""Startups""]","India","","true","2013","Hourly Rate","","Zenith HR Solutions","Maharashtra","true","zenith-hr-solutions","[""Permanent hiring"",""Executive search"",""Payroll setup""]","69926debe8ad702015479f69","2026-02-16T01:07:55.772000","2026-02-16T01:11:14.305000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
"https://primeedge.in","false","Bengaluru","https://ui-avatars.com/api/?name=PrimeEdge&background=EA580C&color=fff&size=200&bold=true","1-10","","false","PrimeEdge helps startups with first 10–50 hires, focusing on culture fit & hiring process design.","0","[""Startups"",""SMBs"",""Tech""]","India","","true","2018","Hourly Rate","","PrimeEdge Consulting","Karnataka","false","primeedge-consulting","[""Permanent hiring"",""Employer branding"",""Onboarding""]","69926debe8ad702015479f6a","2026-02-16T01:07:55.772000","2026-02-16T01:11:12.711000","699175bf29cd26bbd2653c05","abhipatel8675@gmail.com","false"
