
======================================================================
  Ensun.io FULL Scraper — FirmsLedger
======================================================================
  Slugs to process  : 8,535
  Already done      : 0 (skipped)
  Companies / cat   : 10
  Concurrency       : 3 parallel browsers
  Est. time         : ~189 minutes
======================================================================

  [    1/8535]   0.0%  –  chemicals-petrochemicals                  0 companies  (site: ?)
  [  134/8535]   1.6%  ✓  oat-milk                                  10 companies  (site: 100)
  [  135/8535]   1.6%  ✓  almond-milk                               10 companies  (site: 4183)
  [  136/8535]   1.6%  ✓  soy-milk                                  10 companies  (site: 4750)
  [  137/8535]   1.6%  –  cheddar-cheese                            0 companies  (site: ?)
  [  138/8535]   1.6%  ✓  cheese                                    10 companies  (site: 4171)
  [  139/8535]   1.6%  –  mozzarella                                0 companies  (site: ?)
  [  140/8535]   1.6%  –  paneer                                    0 companies  (site: ?)
  [  141/8535]   1.7%  ✓  processed-cheese                          10 companies  (site: 4038)
  [  142/8535]   1.7%  ✓  cream-cheese                              10 companies  (site: 4153)
  [  143/8535]   1.7%  ✓  butter                                    10 companies  (site: 100)
  [  144/8535]   1.7%  –  ghee                                      0 companies  (site: ?)
  [  145/8535]   1.7%  –  cooking-oil                               0 companies  (site: ?)
  [  146/8535]   1.7%  ✓  margarine                                 10 companies  (site: 4060)
  [  147/8535]   1.7%  ✓  olive-oil                                 10 companies  (site: 4310)
  [  148/8535]   1.7%  ✓  sunflower-oil                             10 companies  (site: 4301)
  [  149/8535]   1.7%  ✓  palm-oil                                  10 companies  (site: 7286)
  [  150/8535]   1.8%  ✓  coconut-oil                               10 companies  (site: 4140)
  [  151/8535]   1.8%  –  greek-yogurt                              0 companies  (site: ?)
  [  152/8535]   1.8%  ✓  yogurt                                    10 companies  (site: 4327)
  [  153/8535]   1.8%  –  probiotic-drinks                          0 companies  (site: ?)
  [  154/8535]   1.8%  ✓  ice-cream                                 10 companies  (site: 100)
  [  155/8535]   1.8%  –  gelato                                    0 companies  (site: ?)
  [  156/8535]   1.8%  ✓  frozen-yogurt                             10 companies  (site: 100)
  [  157/8535]   1.8%  –  bakery-products                           0 companies  (site: ?)
  [  158/8535]   1.9%  ✓  sorbet                                    10 companies  (site: 3438)
  [  159/8535]   1.9%  ✓  bread                                     10 companies  (site: 5451)
  [  160/8535]   1.9%  –  biscuits                                  0 companies  (site: ?)
  [  161/8535]   1.9%  –  cookies                                   0 companies  (site: ?)
  [  162/8535]   1.9%  –  cakes                                     0 companies  (site: ?)
  [  163/8535]   1.9%  –  pastries                                  0 companies  (site: ?)
  [  164/8535]   1.9%  –  muffins                                   0 companies  (site: ?)
  [  165/8535]   1.9%  ✓  rice                                      10 companies  (site: 2029)
  [  166/8535]   1.9%  –  corn-flour                                0 companies  (site: ?)
  [  167/8535]   2.0%  ✓  wheat-flour                               10 companies  (site: 4361)
  [  168/8535]   2.0%  –  semolina                                  0 companies  (site: ?)
  [  169/8535]   2.0%  –  noodles                                   0 companies  (site: ?)
  [  170/8535]   2.0%  ✓  pasta                                     10 companies  (site: 3441)
  [  171/8535]   2.0%  –  macaroni                                  0 companies  (site: ?)
  [  172/8535]   2.0%  –  breakfast-cereals                         0 companies  (site: ?)
  [  173/8535]   2.0%  –  oatmeal                                   0 companies  (site: ?)
  [  174/8535]   2.0%  ✓  granola                                   10 companies  (site: 4868)
  [  175/8535]   2.1%  –  chocolate                                 0 companies  (site: ?)
  [  176/8535]   2.1%  ✓  muesli                                    10 companies  (site: 4171)
  [  177/8535]   2.1%  –  dark-chocolate                            0 companies  (site: ?)
  [  178/8535]   2.1%  –  milk-chocolate                            0 companies  (site: ?)
  [  179/8535]   2.1%  –  white-chocolate                           0 companies  (site: ?)
  [  180/8535]   2.1%  –  gummies                                   0 companies  (site: ?)
  [  181/8535]   2.1%  ✓  candy                                     10 companies  (site: 100)
  [  182/8535]   2.1%  ✓  cocoa-powder                              10 companies  (site: 4846)
  [  183/8535]   2.1%  –  lollipops                                 0 companies  (site: ?)
  [  184/8535]   2.2%  ✓  chewing-gum                               10 companies  (site: 2072)
  [  185/8535]   2.2%  –  snack-foods                               0 companies  (site: ?)
  [  186/8535]   2.2%  ✓  mints                                     10 companies  (site: 2524)
  [  187/8535]   2.2%  –  potato-chips                              0 companies  (site: ?)
  [  188/8535]   2.2%  –  nachos                                    0 companies  (site: ?)
  [  189/8535]   2.2%  ✓  popcorn                                   10 companies  (site: 2962)
  [  190/8535]   2.2%  –  pretzels                                  0 companies  (site: ?)
  [  191/8535]   2.2%  –  puffed-snacks                             0 companies  (site: ?)
  [  192/8535]   2.2%  –  nuts                                      0 companies  (site: ?)
  [  193/8535]   2.3%  –  almonds                                   0 companies  (site: ?)
  [  194/8535]   2.3%  –  cashews                                   0 companies  (site: ?)
  [  195/8535]   2.3%  –  peanuts                                   0 companies  (site: ?)
  [  196/8535]   2.3%  –  pistachios                                0 companies  (site: ?)
  [  197/8535]   2.3%  –  walnuts                                   0 companies  (site: ?)
  [  198/8535]   2.3%  –  dried-fruits                              0 companies  (site: ?)
  [  199/8535]   2.3%  –  raisins                                   0 companies  (site: ?)
  [  200/8535]   2.3%  –  apricots                                  0 companies  (site: ?)
  [  201/8535]   2.4%  –  dates                                     0 companies  (site: ?)
  [  202/8535]   2.4%  –  figs                                      0 companies  (site: ?)
  [  203/8535]   2.4%  –  prunes                                    0 companies  (site: ?)
  [  204/8535]   2.4%  –  frozen-vegetables                         0 companies  (site: ?)
  [  205/8535]   2.4%  ✓  frozen-foods                              10 companies  (site: 7680)
  [  206/8535]   2.4%  ✓  frozen-meals                              10 companies  (site: 6707)
  [  207/8535]   2.4%  ✓  frozen-seafood                            10 companies  (site: 8031)
  [  208/8535]   2.4%  ✓  frozen-pizza                              10 companies  (site: 6124)
  [  209/8535]   2.4%  –  canned-foods                              0 companies  (site: ?)
  [  210/8535]   2.5%  –  canned-vegetables                         0 companies  (site: ?)
  [  211/8535]   2.5%  –  canned-fruits                             0 companies  (site: ?)
  [  212/8535]   2.5%  –  canned-meat                               0 companies  (site: ?)
  [  213/8535]   2.5%  –  canned-fish                               0 companies  (site: ?)
  [  214/8535]   2.5%  –  sauces                                    0 companies  (site: ?)
  [  215/8535]   2.5%  ✓  ketchup                                   10 companies  (site: 100)
  [  216/8535]   2.5%  ✓  mayonnaise                                10 companies  (site: 100)
  [  217/8535]   2.5%  ✓  mustard                                   10 companies  (site: 3660)
  [  218/8535]   2.6%  –  hot-sauce                                 0 companies  (site: ?)
  [  219/8535]   2.6%  ✓  soy-sauce                                 10 companies  (site: 100)
  [  220/8535]   2.6%  ✓  salad-dressing                            10 companies  (site: 100)
  [  221/8535]   2.6%  –  pepper                                    0 companies  (site: ?)
  [  222/8535]   2.6%  ✓  spices                                    10 companies  (site: 4198)
  [  223/8535]   2.6%  –  turmeric                                  0 companies  (site: ?)
  [  224/8535]   2.6%  –  cumin                                     0 companies  (site: ?)
  [  225/8535]   2.6%  –  cinnamon                                  0 companies  (site: ?)
  [  226/8535]   2.6%  –  cardamom                                  0 companies  (site: ?)
  [  227/8535]   2.7%  –  mixed-spices                              0 companies  (site: ?)
  [  228/8535]   2.7%  ✓  coffee                                    10 companies  (site: 100)
  [  229/8535]   2.7%  ✓  instant-coffee                            10 companies  (site: 5938)
  [  230/8535]   2.7%  ✓  ground-coffee                             10 companies  (site: 100)
  [  231/8535]   2.7%  –  coffee-beans                              0 companies  (site: ?)
  [  232/8535]   2.7%  –  espresso                                  0 companies  (site: ?)
  [  233/8535]   2.7%  ✓  tea                                       10 companies  (site: ?)
  [  234/8535]   2.7%  ✓  green-tea                                 10 companies  (site: ?)
  [  235/8535]   2.8%  –  black-tea                                 0 companies  (site: ?)
  [  236/8535]   2.8%  –  chai                                      0 companies  (site: ?)
  [  237/8535]   2.8%  –  matcha                                    0 companies  (site: ?)
  [  238/8535]   2.8%  ✓  herbal-tea                                10 companies  (site: 3793)
  [  239/8535]   2.8%  –  baby-cereals                              0 companies  (site: ?)
  [  240/8535]   2.8%  ✓  infant-formula                            10 companies  (site: ?)
  [  241/8535]   2.8%  ✓  baby-food                                 10 companies  (site: ?)
  [  242/8535]   2.8%  –  baby-snacks                               0 companies  (site: ?)
  [  243/8535]   2.8%  –  baby-purees                               0 companies  (site: ?)
  [  244/8535]   2.9%  ✓  pet-food                                  10 companies  (site: 100)
  [  245/8535]   2.9%  –  cat-food                                  0 companies  (site: ?)
  [  246/8535]   2.9%  ✓  dog-food                                  10 companies  (site: 100)
  [  247/8535]   2.9%  –  bird-food                                 0 companies  (site: ?)
  [  248/8535]   2.9%  –  pet-treats                                0 companies  (site: ?)
  [  249/8535]   2.9%  ✓  fish-food                                 10 companies  (site: ?)
  [  250/8535]   2.9%  ✓  organic-food                              10 companies  (site: 100)
  [  251/8535]   2.9%  –  vegan-food                                0 companies  (site: ?)
  [  252/8535]   3.0%  –  gluten-free-food                          0 companies  (site: ?)
  [  253/8535]   3.0%  ✓  halal-food                                10 companies  (site: 9517)
  [  254/8535]   3.0%  –  kosher-food                               0 companies  (site: ?)
  [  255/8535]   3.0%  –  protein-supplements                       0 companies  (site: ?)
  [  256/8535]   3.0%  –  plant-protein                             0 companies  (site: ?)
  [  257/8535]   3.0%  –  protein-bars                              0 companies  (site: ?)
  [  258/8535]   3.0%  ✓  whey-protein                              10 companies  (site: 3131)
  [  259/8535]   3.0%  ✓  meal-replacement                          10 companies  (site: 5370)
  [  260/8535]   3.0%  –  jelly                                     0 companies  (site: ?)
  [  261/8535]   3.1%  ✓  honey                                     10 companies  (site: 100)
  [  262/8535]   3.1%  –  marmalade                                 0 companies  (site: ?)
  [  263/8535]   3.1%  –  peanut-butter                             0 companies  (site: ?)
  [  264/8535]   3.1%  ✓  jam                                       10 companies  (site: 100)
  [  265/8535]   3.1%  –  nut-butter                                0 companies  (site: ?)
  [  266/8535]   3.1%  –  vinegar                                   0 companies  (site: ?)
  [  267/8535]   3.1%  –  olives                                    0 companies  (site: ?)
  [  268/8535]   3.1%  –  capers                                    0 companies  (site: ?)
  [  269/8535]   3.2%  –  pickles                                   0 companies  (site: ?)
  [  270/8535]   3.2%  –  sundried-tomatoes                         0 companies  (site: ?)
  [  271/8535]   3.2%  ✓  sugar                                     10 companies  (site: 4471)
  [  272/8535]   3.2%  –  stevia                                    0 companies  (site: ?)
  [  273/8535]   3.2%  –  artificial-sweeteners                     0 companies  (site: ?)
  [  274/8535]   3.2%  –  yeast                                     0 companies  (site: ?)
  [  275/8535]   3.2%  –  sweeteners                                0 companies  (site: ?)
  [  276/8535]   3.2%  –  baking-powder                             0 companies  (site: ?)
  [  277/8535]   3.2%  –  baking-soda                               0 companies  (site: ?)
  [  278/8535]   3.3%  –  food-additives                            0 companies  (site: ?)
  [  279/8535]   3.3%  –  gelatin                                   0 companies  (site: ?)
  [  280/8535]   3.3%  –  food-preservatives                        0 companies  (site: ?)
  [  281/8535]   3.3%  –  industrial-chemicals                      0 companies  (site: ?)
  [  282/8535]   3.3%  ✓  brown-sugar                               10 companies  (site: 5049)
  [  283/8535]   3.3%  –  fine-chemicals                            0 companies  (site: ?)
  [  284/8535]   3.3%  –  agrochemicals                             0 companies  (site: ?)
  [  285/8535]   3.3%  –  fertilizers                               0 companies  (site: ?)
  [  286/8535]   3.4%  –  herbicides                                0 companies  (site: ?)
  [  287/8535]   3.4%  –  pesticides                                0 companies  (site: ?)
  [  288/8535]   3.4%  –  insecticides                              0 companies  (site: ?)
  [  289/8535]   3.4%  –  fungicides                                0 companies  (site: ?)
  [  290/8535]   3.4%  –  paints-coatings                           0 companies  (site: ?)
  [  291/8535]   3.4%  –  industrial-paints                         0 companies  (site: ?)
  [  292/8535]   3.4%  –  decorative-paints                         0 companies  (site: ?)
  [  293/8535]   3.4%  –  marine-paints                             0 companies  (site: ?)
  [  294/8535]   3.4%  –  adhesives                                 0 companies  (site: ?)
  [  295/8535]   3.5%  –  sealants                                  0 companies  (site: ?)
  [  296/8535]   3.5%  ✓  specialty-chemicals                       9 companies  (site: 100)
  [  297/8535]   3.5%  –  automotive-paints                         0 companies  (site: ?)
  [  298/8535]   3.5%  –  epoxy                                     0 companies  (site: ?)
  [  299/8535]   3.5%  –  silicone-sealants                         0 companies  (site: ?)
  [  300/8535]   3.5%  –  industrial-adhesives                      0 companies  (site: ?)
  [  301/8535]   3.5%  –  plastics                                  0 companies  (site: ?)
  [  302/8535]   3.5%  ✓  polyethylene                              10 companies  (site: 100)
  [  303/8535]   3.6%  –  pvc                                       0 companies  (site: ?)
  [  304/8535]   3.6%  ✓  polypropylene                             10 companies  (site: 100)
  [  305/8535]   3.6%  ✓  polystyrene                               10 companies  (site: 100)
  [  306/8535]   3.6%  –  abs-plastic                               0 companies  (site: ?)
  [  307/8535]   3.6%  ✓  nylon                                     10 companies  (site: 100)
  [  308/8535]   3.6%  –  rubber                                    0 companies  (site: ?)
  [  309/8535]   3.6%  –  synthetic-rubber                          0 companies  (site: ?)
  [  310/8535]   3.6%  –  natural-rubber                            0 companies  (site: ?)
  [  311/8535]   3.6%  –  silicone-rubber                           0 companies  (site: ?)
  [  312/8535]   3.7%  –  latex                                     0 companies  (site: ?)
  [  313/8535]   3.7%  –  petrochemicals                            0 companies  (site: ?)
  [  314/8535]   3.7%  –  propylene                                 0 companies  (site: ?)
  [  315/8535]   3.7%  –  ethylene                                  0 companies  (site: ?)
  [  316/8535]   3.7%  ✓  benzene                                   10 companies  (site: 4422)
  [  317/8535]   3.7%  –  lubricants                                0 companies  (site: ?)
  [  318/8535]   3.7%  –  engine-oil                                0 companies  (site: ?)
  [  319/8535]   3.7%  –  gear-oil                                  0 companies  (site: ?)
  [  320/8535]   3.7%  ✓  toluene                                   10 companies  (site: 3861)
  [  321/8535]   3.8%  ✓  xylene                                    10 companies  (site: 3984)
  [  322/8535]   3.8%  –  hydraulic-oil                             0 companies  (site: ?)
  [  323/8535]   3.8%  –  detergents                                0 companies  (site: ?)
  [  324/8535]   3.8%  –  surfactants                               0 companies  (site: ?)
  [  325/8535]   3.8%  –  industrial-cleaners                       0 companies  (site: ?)
  [  326/8535]   3.8%  –  soaps                                     0 companies  (site: ?)
  [  327/8535]   3.8%  ✓  grease                                    10 companies  (site: 3098)
  [  328/8535]   3.8%  –  disinfectants                             0 companies  (site: ?)
  [  329/8535]   3.9%  –  pharmaceuticals-chemicals                 0 companies  (site: ?)
  [  330/8535]   3.9%  –  api-chemicals                             0 companies  (site: ?)
  [  331/8535]   3.9%  –  excipients                                0 companies  (site: ?)
  [  332/8535]   3.9%  –  solvents                                  0 companies  (site: ?)
  [  333/8535]   3.9%  –  water-treatment-chemicals                 0 companies  (site: ?)
  [  334/8535]   3.9%  –  chlorine                                  0 companies  (site: ?)
  [  335/8535]   3.9%  –  coagulants                                0 companies  (site: ?)
  [  336/8535]   3.9%  ✓  sodium-hypochlorite                       10 companies  (site: 2960)
  [  337/8535]   3.9%  –  mining-explosives                         0 companies  (site: ?)
  [  338/8535]   4.0%  –  construction-explosives                   0 companies  (site: ?)
  [  339/8535]   4.0%  –  gases                                     0 companies  (site: ?)
  [  340/8535]   4.0%  –  industrial-gases                          0 companies  (site: ?)
  [  341/8535]   4.0%  –  oxygen                                    0 companies  (site: ?)
  [  342/8535]   4.0%  –  flocculants                               0 companies  (site: ?)
  [  343/8535]   4.0%  ✓  explosives                                10 companies  (site: ?)
  [  344/8535]   4.0%  –  nitrogen                                  0 companies  (site: ?)
  [  345/8535]   4.0%  –  argon                                     0 companies  (site: ?)
  [  346/8535]   4.1%  –  hydrogen                                  0 companies  (site: ?)
  [  347/8535]   4.1%  –  acids                                     0 companies  (site: ?)
  [  348/8535]   4.1%  –  acetylene                                 0 companies  (site: ?)
  [  349/8535]   4.1%  –  hydrochloric-acid                         0 companies  (site: ?)
  [  350/8535]   4.1%  –  sulfuric-acid                             0 companies  (site: ?)
  [  351/8535]   4.1%  –  co2                                       0 companies  (site: ?)
  [  352/8535]   4.1%  ✓  acetic-acid                               10 companies  (site: 2543)
  [  353/8535]   4.1%  ✓  nitric-acid                               10 companies  (site: 5014)
  [  354/8535]   4.1%  ✓  citric-acid                               10 companies  (site: 4474)
  [  355/8535]   4.2%  –  potassium-hydroxide                       0 companies  (site: ?)
  [  356/8535]   4.2%  –  ammonia                                   0 companies  (site: ?)
  [  357/8535]   4.2%  –  dyes-pigments                             0 companies  (site: ?)
  [  358/8535]   4.2%  –  alkalis                                   0 companies  (site: ?)
  [  359/8535]   4.2%  ✓  sodium-hydroxide                          10 companies  (site: ?)
  [  360/8535]   4.2%  –  textile-dyes                              0 companies  (site: ?)
  [  361/8535]   4.2%  –  printing-inks                             0 companies  (site: ?)
  [  362/8535]   4.2%  –  food-colorants                            0 companies  (site: ?)
  [  363/8535]   4.3%  –  resins                                    0 companies  (site: ?)
  [  364/8535]   4.3%  –  epoxy-resins                              0 companies  (site: ?)
  [  365/8535]   4.3%  –  alkyd-resins                              0 companies  (site: ?)
  [  366/8535]   4.3%  –  waxes                                     0 companies  (site: ?)
  [  367/8535]   4.3%  –  paraffin-wax                              0 companies  (site: ?)
  [  368/8535]   4.3%  –  beeswax                                   0 companies  (site: ?)
  [  369/8535]   4.3%  –  polyester-resins                          0 companies  (site: ?)
  [  370/8535]   4.3%  –  phenolic-resins                           0 companies  (site: ?)
  [  371/8535]   4.3%  –  carnauba-wax                              0 companies  (site: ?)
  [  372/8535]   4.4%  –  microcrystalline-wax                      0 companies  (site: ?)
  [  373/8535]   4.4%  ✓  carbon-black                              10 companies  (site: 4605)
  [  374/8535]   4.4%  –  carbon-nanotubes                          0 companies  (site: ?)
  [  375/8535]   4.4%  –  generic-medicines                         0 companies  (site: ?)
  [  376/8535]   4.4%  ✓  graphite                                  10 companies  (site: 5686)
